Order #,Time,Server,Item,Modifiers,Price,Qty,Tax,Total,Payment Type,Parsed Time,Hour,Cluster
184,"5/1/25, 12:06 PM","(5/1/25, 8:36 AM - 8:37 AM)",Landscape,"Iced, Almond Milk, Latte",7.25,1,7.25,0.71,Visa 7900,2025-05-01 12:06:00,12,5
184,"5/1/25, 12:06 PM","(5/1/25, 8:36 AM - 8:37 AM)",Chai,"Iced, Extra Shot, Oat Milk, One Shot",7.75,1,7.75,0.76,Visa 7900,2025-05-01 12:06:00,12,5
190,"5/1/25, 12:07 PM","(5/1/25, 8:36 AM - 8:37 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Americano",8.0,1,8.0,0.78,Visa 8896,2025-05-01 12:07:00,12,0
193,"5/1/25, 12:10 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Extra Ice, Less Milk",5.0,1,5.0,0.49,Visa 8159,2025-05-01 12:10:00,12,6
193,"5/1/25, 12:10 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,Iced,5.5,1,5.5,0.54,Visa 8159,2025-05-01 12:10:00,12,5
195,"5/1/25, 12:12 PM","(5/1/25, 8:36 AM - 8:37 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Caramel, Extra Sweet",8.5,1,8.5,0.83,Visa 9485,2025-05-01 12:12:00,12,0
202,"5/1/25, 12:13 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Oat Milk, One Pum Hazel",5.75,1,5.75,0.56,Visa 8369,2025-05-01 12:13:00,12,6
203,"5/1/25, 12:14 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Visa 7817,2025-05-01 12:14:00,12,6
204,"5/1/25, 12:14 PM","(5/1/25, 8:36 AM - 8:37 AM)",Snickerdoodle,"Iced, Almond Milk, Latte",7.25,1,7.25,0.71,Amex 2036,2025-05-01 12:14:00,12,5
208,"5/1/25, 12:17 PM","(5/1/25, 8:36 AM - 8:37 AM)",Easter Bunny,"Iced, Cold Brew",6.5,1,6.5,0.63,Visa 7809,2025-05-01 12:17:00,12,5
208,"5/1/25, 12:17 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Mr. Can't Go wrong,10.0,1,10.0,0.98,Visa 7809,2025-05-01 12:17:00,12,0
213,"5/1/25, 12:21 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Hazelnut, Almond Milk",6.25,1,6.25,0.61,Visa 3742,2025-05-01 12:21:00,12,6
217,"5/1/25, 12:23 PM","(5/1/25, 8:36 AM - 8:37 AM)",Bagel Combo,"_, Plain Bagel, Garlic Herb CC, Latte, Vanilla",8.5,1,8.5,0.83,Visa 8426,2025-05-01 12:23:00,12,0
218,"5/1/25, 12:24 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Strawberry",6.0,1,6.0,0.58,Visa 2904,2025-05-01 12:24:00,12,5
222,"5/1/25, 12:27 PM","(5/1/25, 8:36 AM - 8:37 AM)",Not So Aburrito,Diablo Salsa,10.0,1,10.0,0.98,Mastercard 8256,2025-05-01 12:27:00,12,0
224,"5/1/25, 12:29 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Caramel",5.5,1,2.75,0.27,Visa 3552,2025-05-01 12:29:00,12,6
230,"5/1/25, 12:31 PM","(5/1/25, 8:36 AM - 8:37 AM)",Americano,"Oat Milk, Hot",5.25,1,5.25,0.51,Amex 2001,2025-05-01 12:31:00,12,5
243,"5/1/25, 12:40 PM","(5/1/25, 8:36 AM - 8:37 AM)",White Macadamia,"Iced, Latte",6.5,1,6.5,0.63,Discover 5978,2025-05-01 12:40:00,12,5
246,"5/1/25, 12:43 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,Iced,5.5,1,5.5,0.54,Amex 1018,2025-05-01 12:43:00,12,5
246,"5/1/25, 12:43 PM","(5/1/25, 8:36 AM - 8:37 AM)",Cold Brew,Iced,5.5,1,5.5,0.54,Amex 1018,2025-05-01 12:43:00,12,5
250,"5/1/25, 12:47 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Caramel, Extra, Oat Milk",6.25,1,6.25,0.61,Visa 9259,2025-05-01 12:47:00,12,6
252,"5/1/25, 12:48 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Caramel",5.5,1,5.5,0.54,Mastercard 3118,2025-05-01 12:48:00,12,6
253,"5/1/25, 12:48 PM","(5/1/25, 8:36 AM - 8:37 AM)",Snickerdoodle,"Iced, Halfvsweet, Latte, Oat Milk",7.25,1,7.25,0.71,Amex 6972,2025-05-01 12:48:00,12,5
254,"5/1/25, 12:49 PM",,Not So Aburrito,Add Diablo,10.0,1,5.0,0.49,Visa 9884,2025-05-01 12:49:00,12,0
256,"5/1/25, 12:51 PM","(5/1/25, 8:36 AM - 8:37 AM)",BBLT,"No Tomato, On Sourdougg",11.5,1,5.75,0.56,Visa 3552,2025-05-01 12:51:00,12,0
258,"5/1/25, 12:52 PM","(5/1/25, 8:36 AM - 8:37 AM)",Landscape,"Iced, Latte",6.5,1,6.5,0.63,Visa 0789,2025-05-01 12:52:00,12,5
259,"5/1/25, 12:52 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Almond Milk",6.25,1,6.25,0.61,Visa 3597,2025-05-01 12:52:00,12,5
262,"5/1/25, 12:55 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Macadamia, Almond Milk",6.25,1,6.25,0.61,Mastercard 5438,2025-05-01 12:55:00,12,6
264,"5/1/25, 12:58 PM",,Americano,"Iced, Van Cf, Cold foam",5.5,1,5.5,0.54,Amex 2687,2025-05-01 12:58:00,12,5
267,"5/1/25, 1:05 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Mastercard 0958,2025-05-01 13:05:00,13,6
270,"5/1/25, 1:05 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Visa 7153,2025-05-01 13:05:00,13,6
271,"5/1/25, 1:08 PM","(5/1/25, 8:36 AM - 8:37 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 2984,2025-05-01 13:08:00,13,5
276,"5/1/25, 1:15 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Visa 7348,2025-05-01 13:15:00,13,6
276,"5/1/25, 1:15 PM","(5/1/25, 8:36 AM - 8:37 AM)",Sourdough,Add Salmon And Cream Cheese,5.0,1,5.0,0.49,Visa 7348,2025-05-01 13:15:00,13,5
278,"5/1/25, 1:16 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Cane",5.5,1,5.5,0.54,Discover 5439,2025-05-01 13:16:00,13,5
295,"5/1/25, 1:23 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Rasberrt",6.0,1,6.0,0.58,Visa 5632,2025-05-01 13:23:00,13,5
295,"5/1/25, 1:23 PM","(5/1/25, 8:36 AM - 8:37 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 5632,2025-05-01 13:23:00,13,5
302,"5/1/25, 1:25 PM",,Snickerdoodle,"Iced, Oat Milk, Latte",7.25,1,7.25,0.71,Visa 3062,2025-05-01 13:25:00,13,5
307,"5/1/25, 1:28 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Caramel, Almond Milk",6.25,1,6.25,0.61,Visa 0451,2025-05-01 13:28:00,13,6
311,"5/1/25, 1:30 PM","(5/1/25, 8:36 AM - 8:37 AM)",Cold Brew,"Iced, Spl Whole",5.5,1,5.5,0.54,Visa 7030,2025-05-01 13:30:00,13,5
313,"5/1/25, 1:32 PM","(5/1/25, 8:36 AM - 8:37 AM)",Cold Brew,Iced,5.5,1,5.5,0.54,Visa 0725,2025-05-01 13:32:00,13,5
319,"5/1/25, 1:34 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Vanilla, Oat Milk",6.75,1,6.75,0.66,Visa 8760,2025-05-01 13:34:00,13,5
325,"5/1/25, 1:38 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha Hazelnut,"Iced, Latte, Oat Milk, No Cf",7.25,1,7.25,0.71,Visa 9708,2025-05-01 13:38:00,13,5
325,"5/1/25, 1:38 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha Hazelnut,"Iced, Almond Milk, Latte",7.25,1,3.63,0.35,Visa 9708,2025-05-01 13:38:00,13,5
329,"5/1/25, 1:40 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Vanilla, Oat Milk, Light Ice",6.75,1,6.75,0.66,Visa 3733,2025-05-01 13:40:00,13,5
331,"5/1/25, 1:42 PM","(5/1/25, 8:36 AM - 8:37 AM)",Iced Shaken Espresso,Iced,4.5,1,4.5,0.44,Visa 3874,2025-05-01 13:42:00,13,5
334,"5/1/25, 1:43 PM",,Latte,Iced,5.0,1,5.0,0.49,Mastercard 5264,2025-05-01 13:43:00,13,6
338,"5/1/25, 1:46 PM","(5/1/25, 8:36 AM - 8:37 AM)",Landscape,"Iced, Latte",6.5,1,6.5,0.63,Visa 8159,2025-05-01 13:46:00,13,5
338,"5/1/25, 1:46 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Vanilla",6.0,1,6.0,0.58,Visa 8159,2025-05-01 13:46:00,13,5
343,"5/1/25, 1:52 PM","(5/1/25, 8:36 AM - 8:37 AM)",White Macadamia,"Iced, Latte",6.5,1,6.5,0.63,Visa 8785,2025-05-01 13:52:00,13,5
343,"5/1/25, 1:52 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Visa 8785,2025-05-01 13:52:00,13,0
347,"5/1/25, 1:53 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Honey",5.0,1,5.0,0.49,Amex 1025,2025-05-01 13:53:00,13,6
347,"5/1/25, 1:53 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Amex 1025,2025-05-01 13:53:00,13,0
348,"5/1/25, 1:54 PM","(5/1/25, 8:36 AM - 8:37 AM)",Cappuccino,Iced,5.0,2,10.0,0.98,Visa 9085,2025-05-01 13:54:00,13,3
350,"5/1/25, 1:57 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Almond Milk, Light Ice, Hazelnut, 1/3 Sweet",6.25,1,6.25,0.61,Mastercard 2426,2025-05-01 13:57:00,13,6
351,"5/1/25, 1:59 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Strawberry, Oat Milk",6.75,1,6.75,0.66,Mastercard 1538,2025-05-01 13:59:00,13,5
351,"5/1/25, 1:59 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Mastercard 1538,2025-05-01 13:59:00,13,0
354,"5/1/25, 2:02 PM","(5/1/25, 8:36 AM - 8:37 AM)",S'mores,"Iced, Latte",6.5,1,6.5,0.63,Visa 0215,2025-05-01 14:02:00,14,5
354,"5/1/25, 2:02 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha Hazelnut,"Iced, Half Sweet, Latte",6.5,1,6.5,0.63,Visa 0215,2025-05-01 14:02:00,14,5
354,"5/1/25, 2:02 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Strawberry",6.0,1,6.0,0.58,Visa 0215,2025-05-01 14:02:00,14,5
358,"5/1/25, 2:05 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha,"Iced, Almond Milk",6.25,1,6.25,0.61,Visa 5579,2025-05-01 14:05:00,14,5
361,"5/1/25, 2:05 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,Hot,5.0,1,5.0,0.49,Visa 9925,2025-05-01 14:05:00,14,6
362,"5/1/25, 2:09 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Strawberry, Marshmallow, Cold foam, Strawv Cf",7.0,1,7.0,0.68,Discover 4742,2025-05-01 14:09:00,14,6
365,"5/1/25, 2:10 PM","(5/1/25, 8:36 AM - 8:37 AM)",Landscape,"Iced, Oat Milk, Latte",7.25,1,7.25,0.71,Visa 6906,2025-05-01 14:10:00,14,5
369,"5/1/25, 2:15 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha Hazelnut,"Iced, Latte",6.5,1,6.5,0.63,Amex 0533,2025-05-01 14:15:00,14,5
372,"5/1/25, 2:17 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Vanilla, Oat Milk, Half Sweer",6.25,1,6.25,0.61,Amex 0618,2025-05-01 14:17:00,14,6
372,"5/1/25, 2:17 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Amex 0618,2025-05-01 14:17:00,14,0
378,"5/1/25, 2:18 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha,"Iced, Extra Shot",6.5,1,6.5,0.63,Visa 2124,2025-05-01 14:18:00,14,5
386,"5/1/25, 2:26 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Almond Milk, Strawberry, Sf Straw",6.75,1,6.75,0.66,Visa 8220,2025-05-01 14:26:00,14,5
391,"5/1/25, 2:29 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 1799,2025-05-01 14:29:00,14,6
395,"5/1/25, 2:41 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Strawberry, Almond Milk",6.75,1,6.75,0.66,Visa 3892,2025-05-01 14:41:00,14,5
407,"5/1/25, 2:41 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Vanilla",6.0,1,6.0,0.58,Visa 2925,2025-05-01 14:41:00,14,5
408,"5/1/25, 2:46 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Almond Milk, Cold foam, Van Cf",7.25,1,7.25,0.71,Visa 0540,2025-05-01 14:46:00,14,5
411,"5/1/25, 2:47 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Brown Sugar Cinnamon, Cold foam, Vanilla Cf",6.5,1,6.5,0.63,Visa 8635,2025-05-01 14:47:00,14,6
412,"5/1/25, 2:48 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Caramel",5.5,1,5.5,0.54,Visa 1292,2025-05-01 14:48:00,14,6
413,"5/1/25, 2:50 PM","(5/1/25, 8:36 AM - 8:37 AM)",Machiatto,Iced,5.0,1,5.0,0.49,Discover 9267,2025-05-01 14:50:00,14,5
413,"5/1/25, 2:50 PM","(5/1/25, 8:36 AM - 8:37 AM)",Cold Brew,Iced,5.5,1,5.5,0.54,Discover 9267,2025-05-01 14:50:00,14,5
413,"5/1/25, 2:50 PM","(5/1/25, 8:36 AM - 8:37 AM)",El Toro Rojo,On Sourdough,11.0,1,11.0,1.07,Discover 9267,2025-05-01 14:50:00,14,0
347,"5/1/25, 1:53 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Honey",5.0,1,5.0,0.49,Amex 1025,2025-05-01 13:53:00,13,6
347,"5/1/25, 1:53 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Amex 1025,2025-05-01 13:53:00,13,0
348,"5/1/25, 1:54 PM","(5/1/25, 8:36 AM - 8:37 AM)",Cappuccino,Iced,5.0,2,10.0,0.98,Visa 9085,2025-05-01 13:54:00,13,3
350,"5/1/25, 1:57 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Almond Milk, Light Ice, Hazelnut, 1/3 Sweet",6.25,1,6.25,0.61,Mastercard 2426,2025-05-01 13:57:00,13,6
351,"5/1/25, 1:59 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Strawberry, Oat Milk",6.75,1,6.75,0.66,Mastercard 1538,2025-05-01 13:59:00,13,5
351,"5/1/25, 1:59 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Mastercard 1538,2025-05-01 13:59:00,13,0
354,"5/1/25, 2:02 PM","(5/1/25, 8:36 AM - 8:37 AM)",S'mores,"Iced, Latte",6.5,1,6.5,0.63,Visa 0215,2025-05-01 14:02:00,14,5
354,"5/1/25, 2:02 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha Hazelnut,"Iced, Half Sweet, Latte",6.5,1,6.5,0.63,Visa 0215,2025-05-01 14:02:00,14,5
354,"5/1/25, 2:02 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Strawberry",6.0,1,6.0,0.58,Visa 0215,2025-05-01 14:02:00,14,5
358,"5/1/25, 2:05 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha,"Iced, Almond Milk",6.25,1,6.25,0.61,Visa 5579,2025-05-01 14:05:00,14,5
361,"5/1/25, 2:05 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,Hot,5.0,1,5.0,0.49,Visa 9925,2025-05-01 14:05:00,14,6
362,"5/1/25, 2:09 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Strawberry, Marshmallow, Cold foam, Strawv Cf",7.0,1,7.0,0.68,Discover 4742,2025-05-01 14:09:00,14,6
365,"5/1/25, 2:10 PM","(5/1/25, 8:36 AM - 8:37 AM)",Landscape,"Iced, Oat Milk, Latte",7.25,1,7.25,0.71,Visa 6906,2025-05-01 14:10:00,14,5
369,"5/1/25, 2:15 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha Hazelnut,"Iced, Latte",6.5,1,6.5,0.63,Amex 0533,2025-05-01 14:15:00,14,5
372,"5/1/25, 2:17 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Vanilla, Oat Milk, Half Sweer",6.25,1,6.25,0.61,Amex 0618,2025-05-01 14:17:00,14,6
372,"5/1/25, 2:17 PM","(5/1/25, 8:36 AM - 8:37 AM)",$0.00,Not So Aburrito,10.0,1,10.0,0.98,Amex 0618,2025-05-01 14:17:00,14,0
378,"5/1/25, 2:18 PM","(5/1/25, 8:36 AM - 8:37 AM)",Mocha,"Iced, Extra Shot",6.5,1,6.5,0.63,Visa 2124,2025-05-01 14:18:00,14,5
386,"5/1/25, 2:26 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Almond Milk, Strawberry, Sf Straw",6.75,1,6.75,0.66,Visa 8220,2025-05-01 14:26:00,14,5
391,"5/1/25, 2:29 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 1799,2025-05-01 14:29:00,14,6
395,"5/1/25, 2:41 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Strawberry, Almond Milk",6.75,1,6.75,0.66,Visa 3892,2025-05-01 14:41:00,14,5
407,"5/1/25, 2:41 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Vanilla",6.0,1,6.0,0.58,Visa 2925,2025-05-01 14:41:00,14,5
408,"5/1/25, 2:46 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Almond Milk, Cold foam, Van Cf",7.25,1,7.25,0.71,Visa 0540,2025-05-01 14:46:00,14,5
411,"5/1/25, 2:47 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Brown Sugar Cinnamon, Cold foam, Vanilla Cf",6.5,1,6.5,0.63,Visa 8635,2025-05-01 14:47:00,14,6
412,"5/1/25, 2:48 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Caramel",5.5,1,5.5,0.54,Visa 1292,2025-05-01 14:48:00,14,6
413,"5/1/25, 2:50 PM","(5/1/25, 8:36 AM - 8:37 AM)",Machiatto,Iced,5.0,1,5.0,0.49,Discover 9267,2025-05-01 14:50:00,14,5
413,"5/1/25, 2:50 PM","(5/1/25, 8:36 AM - 8:37 AM)",Cold Brew,Iced,5.5,1,5.5,0.54,Discover 9267,2025-05-01 14:50:00,14,5
413,"5/1/25, 2:50 PM","(5/1/25, 8:36 AM - 8:37 AM)",El Toro Rojo,On Sourdough,11.0,1,11.0,1.07,Discover 9267,2025-05-01 14:50:00,14,0
416,"5/1/25, 2:55 PM","(5/1/25, 8:36 AM - 8:37 AM)",Landscape,"Iced, Half Sweet, Latte",6.5,1,6.5,0.63,Visa 8785,2025-05-01 14:55:00,14,5
419,"5/1/25, 2:56 PM","(5/1/25, 8:36 AM - 8:37 AM)",Matcha,"Iced, Almond Milk",6.25,1,6.25,0.61,Visa 7471,2025-05-01 14:56:00,14,5
423,"5/1/25, 3:00 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Brown Sugar Cinnamon",5.5,1,5.5,0.54,Mastercard 4502,2025-05-01 15:00:00,15,6
424,"5/1/25, 3:01 PM","(5/1/25, 8:36 AM - 8:37 AM)",Landscape,"Iced, Half Sweet, Latte",6.5,1,6.5,0.63,Visa 1472,2025-05-01 15:01:00,15,5
426,"5/1/25, 3:03 PM","(5/1/25, 8:36 AM - 8:37 AM)",Latte,"Iced, Less Milk",5.0,1,5.0,0.49,Visa 0405,2025-05-01 15:03:00,15,6
430,"5/1/25, 3:07 PM","(5/1/25, 8:36 AM - 8:37 AM)",Snickerdoodle,"Iced, Jalf Sweet, Almond Milk, Latte",7.25,1,7.25,0.71,Visa 4565,2025-05-01 15:07:00,15,5
3,"5/2/25, 8:31 AM","(5/2/25, 8:30 AM - 8:31 AM)",Cold Brew,"Iced, Cold foam",6.5,1,6.5,0.63,Visa 4270,2025-05-02 08:31:00,8,4
4,"5/2/25, 8:36 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Matcha, Almond Milk, Slice In Half, Cut in Half",9.25,1,9.25,0.9,Visa 6559,2025-05-02 08:36:00,8,2
5,"5/2/25, 8:46 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Matcha, Oat Milk, Strawberry, Hot",9.75,1,9.75,0.95,Visa 3902,2025-05-02 08:46:00,8,2
6,"5/2/25, 8:51 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 4872,2025-05-02 08:51:00,8,4
7,"5/2/25, 9:09 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Americano, Iced",8.0,1,8.0,0.78,Visa 0796,2025-05-02 09:09:00,9,2
8,"5/2/25, 9:14 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Poppy Bagel, Plain CC, Latte, Moccahazelnut, Oat Milk, Iced",9.75,1,9.75,0.95,Visa 2922,2025-05-02 09:14:00,9,2
9,"5/2/25, 9:31 AM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 9156,2025-05-02 09:31:00,9,4
10,"5/2/25, 9:33 AM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 8576,2025-05-02 09:33:00,9,4
11,"5/2/25, 9:35 AM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte, One Shot",6.5,1,6.5,0.63,Visa 8259,2025-05-02 09:35:00,9,4
12,"5/2/25, 9:45 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Matcha, Cold Foam, Cin Sug. Bagel, Blueberry CC, Honey",9.5,1,9.5,0.93,Visa 2058,2025-05-02 09:45:00,9,2
13,"5/2/25, 9:45 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Latte, Caramel, Ligt Ice, Asiago Bagel, Diablo CC",8.5,1,8.5,0.83,Visa 6709,2025-05-02 09:45:00,9,2
14,"5/2/25, 9:47 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Caramel, Toasted",8.5,1,8.5,0.83,Visa 4780,2025-05-02 09:47:00,9,2
15,"5/2/25, 9:49 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Chai, Extra Shot, Plain Bagel, Maple CC",9.5,1,9.5,0.93,Visa 9105,2025-05-02 09:49:00,9,2
16,"5/2/25, 9:52 AM","(5/2/25, 8:30 AM - 8:31 AM)",Chai,"Iced, Extra Shot, Almond Milk",7.75,1,7.75,0.76,Visa 5534,2025-05-02 09:52:00,9,4
17,"5/2/25, 9:53 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 6576,2025-05-02 09:53:00,9,4
17,"5/2/25, 9:53 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 6576,2025-05-02 09:53:00,9,4
18,"5/2/25, 9:55 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Oat Milk, Strawberry, Matcha, Everything Bagel, Plain CC",9.75,2,19.5,1.9,Mastercard 8756,2025-05-02 09:55:00,9,3
19,"5/2/25, 9:59 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Almond Milk, Honey",6.25,1,6.25,0.61,Visa 3534,2025-05-02 09:59:00,9,4
20,"5/2/25, 9:59 AM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 2079,2025-05-02 09:59:00,9,4
21,"5/2/25, 10:02 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Oat Milk, Cane",6.25,1,6.25,0.61,Visa 3502,2025-05-02 10:02:00,10,4
22,"5/2/25, 10:03 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Mastercard 5856,2025-05-02 10:03:00,10,4
23,"5/2/25, 10:04 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Cin Sug. Bagel, Plain CC, Matcha, Strawberry",9.0,1,9.0,0.88,Visa 4123,2025-05-02 10:04:00,10,2
24,"5/2/25, 10:06 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Asiago, Plain CC",4.0,1,4.0,0.39,Mastercard 0953,2025-05-02 10:06:00,10,1
25,"5/2/25, 10:07 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Strawberry, Oat Milk, Cold foam, Van Cf",7.75,1,7.75,0.76,Visa 7651,2025-05-02 10:07:00,10,4
26,"5/2/25, 10:08 AM","(5/2/25, 8:30 AM - 8:31 AM)",Mocha,"Vanilla, Hot",5.5,1,5.5,0.54,Visa 8308,2025-05-02 10:08:00,10,4
27,"5/2/25, 10:11 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Toasted, Plain CC, Shaken Espresso, Vanilla, Spl Milk, Oat",8.5,1,8.5,0.83,Mastercard 5460,2025-05-02 10:11:00,10,2
28,"5/2/25, 10:13 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Everything, Plain CC, Toasted",4.0,1,4.0,0.39,Visa 4930,2025-05-02 10:13:00,10,1
